header.stamp.sec,header.stamp.nanosec,Time,header.frame_id,velocity
0,0,1675815988.4687352,,-4117.0
0,0,1675815988.4775877,,-4030.0
0,0,1675815988.487226,,-3947.0
0,0,1675815988.4971085,,-3869.0
0,0,1675815988.5079324,,-3798.0
0,0,1675815988.7188509,,-2940.0
0,0,1675815988.728706,,-2914.0
0,0,1675815988.749661,,-2847.0
0,0,1675815988.9495335,,-2745.0
0,0,1675815988.9944546,,-2815.0
0,0,1675815989.228668,,-3880.0
0,0,1675815989.2374656,,-3940.0
0,0,1675815989.248709,,-4012.0
0,0,1675815989.4686863,,-4989.0
0,0,1675815989.4864202,,-5031.0
0,0,1675815989.5074685,,-5069.0
0,0,1675815989.718554,,-5080.0
0,0,1675815989.728516,,-5067.0
0,0,1675815989.737916,,-5051.0
0,0,1675815989.7488403,,-5019.0
0,0,1675815989.9484472,,-4067.0
0,0,1675815989.9724007,,-3914.0
0,0,1675815989.9923997,,-3780.0
0,0,1675815990.2204895,,-1971.0
0,0,1675815990.2294595,,-1892.0
0,0,1675815990.2493575,,-1739.0
0,0,1675815990.46759,,-721.0
0,0,1675815990.4876246,,-677.0
0,0,1675815990.4975743,,-657.0
0,0,1675815990.5075307,,-635.0
0,0,1675815990.7275028,,-578.0
0,0,1675815990.7363694,,-589.0
0,0,1675815990.7488103,,-614.0
0,0,1675815990.9494135,,-978.0
0,0,1675815990.9593866,,-978.0
0,0,1675815990.9734387,,-981.0
0,0,1675815990.9934893,,-991.0
0,0,1675815991.2284389,,-996.0
0,0,1675815991.2384205,,-997.0
0,0,1675815991.2474177,,-998.0
0,0,1675815991.2591512,,-1005.0
0,0,1675815991.4676723,,-1489.0
0,0,1675815991.4774876,,-1525.0
0,0,1675815991.4865482,,-1569.0
0,0,1675815991.5076263,,-1668.0
0,0,1675815991.7284534,,-3219.0
0,0,1675815991.7484612,,-3385.0
0,0,1675815991.9486005,,-4575.0
0,0,1675815991.9735477,,-4670.0
0,0,1675815991.9826746,,-4702.0
0,0,1675815991.9927483,,-4737.0
0,0,1675815992.2275276,,-5042.0
0,0,1675815992.2464526,,-5042.0
0,0,1675815992.2565362,,-5042.0
0,0,1675815992.467543,,-4610.0
0,0,1675815992.4765365,,-4565.0
0,0,1675815992.495451,,-4461.0
0,0,1675815992.5064325,,-4398.0
0,0,1675815992.720544,,-3298.0
0,0,1675815992.7294245,,-3261.0
0,0,1675815992.7494657,,-3188.0
0,0,1675815992.9587827,,-2929.0
0,0,1675815992.9814918,,-2928.0
0,0,1675815993.0004368,,-2928.0
0,0,1675815993.2184741,,-2921.0
0,0,1675815993.2273922,,-2921.0
0,0,1675815993.2454455,,-2921.0
0,0,1675815993.256445,,-2919.0
0,0,1675815993.4694836,,-2641.0
0,0,1675815993.488769,,-2641.0
0,0,1675815993.497512,,-2641.0
0,0,1675815993.5074155,,-2641.0
0,0,1675815993.7194593,,-2632.0
0,0,1675815993.7294898,,-2632.0
0,0,1675815993.748548,,-2632.0
0,0,1675815993.9484828,,-2632.0
0,0,1675815993.9736543,,-2632.0
0,0,1675815993.9824913,,-2632.0
0,0,1675815993.9924066,,-2632.0
0,0,1675815994.2185473,,-2633.0
0,0,1675815994.228538,,-2633.0
0,0,1675815994.2385192,,-2633.0
0,0,1675815994.2495153,,-2634.0
0,0,1675815994.2593715,,-2635.0
0,0,1675815994.4688497,,-3083.0
0,0,1675815994.477678,,-3120.0
0,0,1675815994.4866629,,-3159.0
0,0,1675815994.5066366,,-3262.0
0,0,1675815994.7286277,,-4831.0
0,0,1675815994.74746,,-4992.0
0,0,1675815994.947904,,-7027.0
0,0,1675815994.9722278,,-7157.0
0,0,1675815994.9824367,,-7199.0
0,0,1675815994.9923995,,-7249.0
0,0,1675815995.2185185,,-8562.0
0,0,1675815995.2275698,,-8596.0
0,0,1675815995.248894,,-8665.0
0,0,1675815995.4674609,,-8892.0
0,0,1675815995.485509,,-8889.0
0,0,1675815995.4954822,,-8885.0
0,0,1675815995.50652,,-8875.0
0,0,1675815995.7185063,,-8079.0
0,0,1675815995.728704,,-8015.0
0,0,1675815995.7484548,,-7893.0
0,0,1675815995.7583127,,-7834.0
0,0,1675815995.950628,,-6296.0
0,0,1675815995.9735122,,-6068.0
0,0,1675815995.992379,,-5874.0
0,0,1675815996.2185998,,-3634.0
0,0,1675815996.2287474,,-3553.0
0,0,1675815996.2475846,,-3423.0
0,0,1675815996.2563689,,-3375.0
0,0,1675815996.468626,,-2400.0
0,0,1675815996.4785438,,-2378.0
0,0,1675815996.4875674,,-2352.0
0,0,1675815996.5074024,,-2298.0
0,0,1675815996.7188714,,-2178.0
0,0,1675815996.7288802,,-2191.0
0,0,1675815996.7489269,,-2222.0
0,0,1675815996.758918,,-2238.0
0,0,1675815996.949533,,-3021.0
0,0,1675815996.9593213,,-3083.0
0,0,1675815996.9744835,,-3172.0
0,0,1675815996.9935803,,-3295.0
0,0,1675815997.2185464,,-5163.0
0,0,1675815997.228772,,-5259.0
0,0,1675815997.2474337,,-5438.0
0,0,1675815997.2566621,,-5524.0
0,0,1675815997.4688168,,-6974.0
0,0,1675815997.4786892,,-7039.0
0,0,1675815997.4875278,,-7098.0
0,0,1675815997.5063329,,-7214.0
0,0,1675815997.7284718,,-7721.0
